play_name,Closest words with Spacy embeddings,spacy_word_2,spacy_word_3,Closest word with custom stopwords embedding,manual_word_2,manual_word_3,Closest word without removing stopwords,with_stopwords_word_2,with_stopwords_word_3
audiffret-epreuve.xml_raw.txt,heureusement,précipitemment,décidément,Pourtant,Malheureusement,Heureusement,mais,toujours,Évidemment
audinot-musicomanie.xml_raw.txt,compliment,heureusement,vraiment,vraiment,Vraiment,Pourtout,mais,Évidemment,toujours
auger-mort-de-caton.xml_raw.txt,incommensurablement,désespérement,ressentiment,Malheureusement,Pourtant,désespérement,Malheureusement,Évidemment,toujours
aure-dipne.xml_raw.txt,heureusement,incommensurablement,désespérement,Pourtout,Pourtant,Maintenant,mais,Évidemment,toujours
aure-genevieve-69.xml_raw.txt,désespérement,heureusement,incommensurablement,Pourtout,Pourtant,Malheureusement,Évidemment,mais,toujours
aure-genevieve-70.xml_raw.txt,heureusement,malheureusement,incommensurablement,Pourtant,Pourtout,Malheureusement,Évidemment,mais,toujours
baculard-coligni.xml_raw.txt,courageusement,éternellement,tourment,ressentiment,assentiment,Furieusement,Évidemment,Malheureusement,quelquefois
balzac-vautrin.xml_raw.txt,heureusement,décidément,malheureusement,compliment,Pourtout,Malheureusement,mais,Évidemment,toujours
banville-ancien-pierrot.xml_raw.txt,chatouillement,amoureusement,rêveusement,chatouilleux,Pourtout,Malheureux,mais,Malheureusement,sourtout
banville-feuilleton-d-aristophane.xml_raw.txt,amoureusement,Émerveillement,enchantement,Pourtout,Pourtant,Toutant,toujours,Évidemment,sourtout
banville-la-perle.xml_raw.txt,amoureusement,chatouillement,tressaillement,sourtout,Mais,Pourtout,mais,sourtout,toujours
banville-le-beau-leandre.xml_raw.txt,heureusement,amoureusement,bellement,Mais,Pourtout,Maintenant,mais,toujours,Évidemment
banville-les-fourberies-de-nerine.xml_raw.txt,amoureusement,chatouillement,paresseusement,sourtout,Pourtout,Mais,mais,sourtout,toujours
baptiste-du-moutier-mascara-de-foire-saint-germain.xml_raw.txt,gaiment,vaiment,amoureusement,Maintenant,Pourtout,Surtout,Évidemment,Evidemment,toujours
barante-arlequin-misanthrope.xml_raw.txt,heureusement,amoureusement,honnêtement,compliment,vraiment,Vraiment,Évidemment,toujours,Evidemment
barante-dufresny-fees.xml_raw.txt,amoureusement,heureusement,chatouillement,Malheureuse,malheureuse,pleureuse,mais,toujours,Évidemment
barante-dufresny-pasquin-marforio.xml_raw.txt,amoureusement,heureusement,compliment,Pourtout,compliment,vraiment,Évidemment,mais,toujours
barante-la-fontaine-de-sapience.xml_raw.txt,heureusement,amoureusement,malheureusement,vraiment,toujours,Evidemment,Évidemment,mais,toujours
barbier-faucon.xml_raw.txt,heureusement,vraiment,toujours,Mais,vraiment,Pourtout,mais,vraiment,toujours
barbier-mort-de-cesar.xml_raw.txt,désespérement,décidément,assentiment,Mais,Pourtant,Pourtout,mais,Évidemment,toujours
barbier-ombre-de-moliere.xml_raw.txt,heureusement,amoureusement,désespérement,Pourtant,Mais,Pourtout,mais,toujours,sourtout
baro-celinde.xml_raw.txt,incommensurablement,heureusement,malheureusement,incommensurablement,ressentiment,désespérement,Évidemment,toujours,Evidemment
baro-clarimonde.xml_raw.txt,désespérement,incommensurablement,ressentiment,désespérement,Malheureusement,ressentiment,mais,Évidemment,toujours
baro-clorise.xml_raw.txt,désespérement,incommensurablement,heureusement,vraiment,Malheureusement,Pourtant,mais,toujours,Évidemment
baro-parthenie.xml_raw.txt,désespérement,incommensurablement,ressentiment,Malheureusement,Pourtant,ressentiment,mais,Évidemment,toujours
baro-prince-fugitif.xml_raw.txt,incommensurablement,ressentiment,désespérement,Pourtant,Mais,Pourtout,Évidemment,mais,toujours
baro-saint-eustache.xml_raw.txt,incommensurablement,désespérement,ressentiment,Malheureusement,ressentiment,désespérement,Évidemment,Malheureusement,toujours
barquebois-rapiniere.xml_raw.txt,honnêtement,heureusement,justement,Pourtout,Maintenant,Mais,Évidemment,Evidemment,mais
barre-despres-piis-resnier-l-opera-de-province.xml_raw.txt,heureusement,décidément,Émerveillement,Pourtout,Mais,Maintenant,mais,Évidemment,toujours
barre-radet-candide.xml_raw.txt,heureusement,amoureusement,compliment,Pourtout,Maintenant,Mais,Évidemment,mais,toujours
barre-radet-desfontaines-colombine-mannequin.xml_raw.txt,heureusement,vraiment,amoureusement,Mais,Pourtout,vraiment,mais,toujours,Évidemment
barre-radet-desfontaines-marige-de-scarron.xml_raw.txt,compliment,heureusement,honnêtement,Mais,Pourtout,compliment,mais,Évidemment,Evidemment
barriere-le-bout-d-elan-de-l-amour.xml_raw.txt,heureusement,toujours,malheureusement,Mais,vraiment,sourtout,mais,toujours,Évidemment
barriere-le-jardinier-et-son-seigneur.xml_raw.txt,braiment,vraiment,sourrire,Mais,Et,sourrire,mais,vraiment,sourtout
barthe-amateur.xml_raw.txt,décidément,vraiment,toujours,Mais,Pourtout,Pourtant,mais,Évidemment,toujours
bary-de-l-adresse.xml_raw.txt,honnêtement,justement,simplement,honnêtement,justement,certainement,Évidemment,Evidemment,évidemment
bary-de-l-ajustement.xml_raw.txt,honnêtement,justement,compliment,compliment,Evidemment,vraiment,Évidemment,mais,Evidemment
bary-de-l-art-de-se-faire-aimer.xml_raw.txt,justement,honnêtement,vaiment,justement,honnêtement,vaiment,Évidemment,réellement,paradoxalement
bary-de-l-entrevue-amoureuse.xml_raw.txt,honnêtement,heureusement,justement,compliment,honnêtement,sincèrement,Évidemment,Evidemment,évidemment
bary-de-l-entrevue-politique.xml_raw.txt,souverainement,duement,confessionnellement,présentiment,souverainement,Incontestablement,véritablement,perpétuellement,impérieusement
bary-de-l-exhortation.xml_raw.txt,incommensurablement,justement,honnêtement,justement,assentiment,présentiment,Évidemment,réellement,Evidemment
bary-de-l-exil.xml_raw.txt,incommensurablement,justement,malheureusement,incommensurablement,justement,pressentiment,Évidemment,paradoxalement,réellement
bary-de-l-inclination-bizarre.xml_raw.txt,honnêtement,justement,vaiment,amoureusement,Amoureusement,compliment,Évidemment,Evidemment,réellement
bary-de-l-indulgence.xml_raw.txt,honnêtement,incommensurablement,justement,certainement,incommensurablement,ressentiment,Évidemment,Evidemment,toujours
bary-de-la-belle-resistance.xml_raw.txt,honnêtement,justement,incommensurablement,Évidemment,justement,honnêtement,Évidemment,Evidemment,évidemment
bary-de-la-belle-taille.xml_raw.txt,honnêtement,justement,certainement,certainement,honnêtement,justement,Évidemment,Evidemment,évidemment
bary-de-la-campagne.xml_raw.txt,merveillement,emerveillement,Émerveillement,merveillement,Émerveillement,emerveillement,Évidemment,certainement,Evidemment
bary-de-la-ceremonie.xml_raw.txt,justement,honnêtement,Simplement,LE,COMPAGNON,SENTIER,Évidemment,Evidemment,évidemment
bary-de-la-colere.xml_raw.txt,incommensurablement,semblablement,visiblement,pressentiment,incommensurablement,justement,Évidemment,Evidemment,toujours
bary-de-la-contrariete.xml_raw.txt,honnêtement,justement,incommensurablement,honnêtement,justement,compliment,Évidemment,Evidemment,évidemment
bary-de-la-curiosite.xml_raw.txt,honnêtement,malheureusement,certainement,honnêtement,certainement,justement,Évidemment,Evidemment,toujours
bary-de-la-danse.xml_raw.txt,honnêtement,justement,Simplement,honnêtement,compliment,sincèrement,Évidemment,Evidemment,évidemment
bary-de-la-discretion.xml_raw.txt,honnêtement,simplement,heureusement,honnêtement,désespérement,simplement,Évidemment,Evidemment,évidemment
bary-de-la-dissimulation.xml_raw.txt,justement,incommensurablement,incompréhensiblement,justement,incommensurablement,certainement,paradoxalement,illusoirement,véritablement
bary-de-la-feintise.xml_raw.txt,certainement,incommensurablement,honnêtement,honnêtement,sincèrement,certainement,Évidemment,Evidemment,réellement
bary-de-la-guerre.xml_raw.txt,gaiment,valeureusement,courageusement,courament,assentiment,valeureusement,Évidemment,Evidemment,toujours
bary-de-la-memoire.xml_raw.txt,justement,simplement,certainement,certainement,justement,honnêtement,Évidemment,Evidemment,évidemment
bary-de-la-pudeur.xml_raw.txt,simplement,incommensurablement,honnêtement,simplement,Simplement,incommensurablement,Évidemment,certainement,justement
bary-de-la-raillerie.xml_raw.txt,honnêtement,malheureusement,heureusement,Évidemment,honnêtement,Evidemment,Évidemment,Evidemment,mais
bary-de-la-roture.xml_raw.txt,honnêtement,justement,certainement,assentiment,honnêtement,certainement,Évidemment,Evidemment,réellement
bary-de-la-simplicite-des-habits.xml_raw.txt,visiblement,justement,semblablement,certainement,justement,merveillement,Évidemment,Evidemment,évidemment
bary-de-libre-abord.xml_raw.txt,honnêtement,justement,certainement,honnêtement,sincèrement,justement,Évidemment,Evidemment,toujours
bary-des-beaux-cheveux.xml_raw.txt,honnêtement,compliment,maleureusement,compliment,honnêtement,tellement,Évidemment,Evidemment,réellement
bary-des-beaux-yeux.xml_raw.txt,honnêtement,désespérement,malheureusement,vraiment,justement,malheureusement,Évidemment,Evidemment,forcément
bary-des-belles-mains.xml_raw.txt,honnêtement,maleureusement,valeureusement,honnêtement,Simplement,simplement,Évidemment,réellement,toujours
bary-des-fleurs.xml_raw.txt,heureusement,malheureusement,merveillement,ressentiment,pressentiment,malheureusement,mais,toujours,Evidemment
bary-des-fontaines-et-des-ruisseaux.xml_raw.txt,incommensurablement,semblablement,pressentiment,merveillement,incommensurablement,certainement,Évidemment,Evidemment,toujours
bary-des-tailles-contestees.xml_raw.txt,incommensurablement,justement,certainement,certainement,incommensurablement,justement,véritablement,paradoxalement,réellement
bary-des-vendanges.xml_raw.txt,honnêtement,certainement,heureusement,honnêtement,Simplement,justement,Évidemment,Evidemment,évidemment
bary-du-badinage.xml_raw.txt,heureusement,assentiment,malheureusement,assentiment,désespérement,incommensurablement,Évidemment,Evidemment,évidemment
bary-du-bal.xml_raw.txt,honnêtement,justement,malheureusement,sincèrement,honnêtement,compliment,Évidemment,Evidemment,évidemment
bary-du-beau-rendezvous.xml_raw.txt,honnêtement,certainement,justement,certainement,honnêtement,vaiment,Évidemment,Evidemment,mais
bary-du-beau-sein.xml_raw.txt,honnêtement,simplement,sincèrement,vraiment,Pourtout,connaissable,Évidemment,mais,Evidemment
bary-du-bel-esprit.xml_raw.txt,honnêtement,justement,compliment,honnêtement,sincèrement,Évidemment,Évidemment,Evidemment,évidemment
bary-du-bon-office.xml_raw.txt,incommensurablement,semblablement,visiblement,justement,incommensurablement,honnêtement,Évidemment,réellement,infailliblement
bary-du-comperage.xml_raw.txt,compliment,justement,décidément,complimente,compliment,connaisser,Évidemment,Evidemment,Malheureusement
bary-du-compliment.xml_raw.txt,certainement,désintéressement,justement,compliment,honnêtement,présentiment,Évidemment,toujours,Evidemment
bary-du-cours.xml_raw.txt,honnêtement,compliment,simplement,compliment,vraiment,bien-entendu,Évidemment,Evidemment,évidemment
bary-du-duel.xml_raw.txt,justement,incommensurablement,courageusement,assentiment,justement,certainement,réellement,Évidemment,paradoxalement
bary-du-festin.xml_raw.txt,savoureusement,heureusement,généreusement,savoureusement,merveilleusement,merveillement,véritablement,perpétuellement,indiscutablement
bary-du-mauvais-choix.xml_raw.txt,ressentirait,malheureusement,penserait,honnêtement,ressentiment,compliment,Évidemment,mais,Evidemment
bary-du-proces.xml_raw.txt,certainement,honnêtement,procurement,honnêtement,personnellement,justement,Évidemment,Evidemment,certainement
bary-du-retour-des-esprits.xml_raw.txt,incommensurablement,semblablement,pressentiment,incommensurablement,assentiment,pressentiment,paradoxalement,véritablement,illusoirement
bary-du-roman.xml_raw.txt,particuli?rement,pressentiments,particulèrement,interressent,particulièrment,sûrment,certainement,perpétuellement,véritablement
bayart-romieu-moliere-au-theatre.xml_raw.txt,décidément,heureusement,toujours,Mais,Maintenant,Pourtout,mais,vraiment,toujours
beaumarchais-autre-tartuffe.xml_raw.txt,heureusement,décidément,désespérement,compliment,Malheureusement,Pourtant,mais,toujours,Évidemment
beaumarchais-barbier-de-seville.xml_raw.txt,heureusement,compliment,décidément,Mais,Pourtout,vraiment,mais,Évidemment,toujours
beaunoir-amour-queteur.xml_raw.txt,honnêtement,vraiment,compliment,,complimente,quelqu,mais,Évidemment,toujours
beaunoir-cacophonie.xml_raw.txt,vraiment,penserais,peut-être,Mais,Maintenant,vraiment,mais,vraiment,Evidemment
beaunoir-libellistes.xml_raw.txt,heureusement,compliment,décidément,compliment,vraiment,gentiment,mais,toujours,Évidemment
beaunoir-prince-ramoneur.xml_raw.txt,heureusement,compliment,honnêtement,Mais,vraiment,Pourtout,mais,Évidemment,toujours
beaunoir-sculpteur.xml_raw.txt,heureusement,honnêtement,compliment,vraiment,Vraiment,compliment,mais,Évidemment,toujours
beaunoir-venus.xml_raw.txt,compliment,honnêtement,heureusement,compliment,Vraiment,complimente,Évidemment,toujours,Evidemment
becque-corbeaux.xml_raw.txt,heureusement,malheureusement,honnêtement,compliment,sincèrement,Evidemment,Évidemment,mais,toujours
becque-domino-a-quatre.xml_raw.txt,heureusement,malheureusement,vraiment,Maintenant,Mais,vraiment,mais,Évidemment,Evidemment
becque-enlevement.xml_raw.txt,heureusement,malheureusement,justement,compliment,sincèrement,honnêtement,mais,Évidemment,toujours
becque-execution.xml_raw.txt,heureusement,malheureusement,honnêtement,Maintenant,Pourquoi,LE,mais,Évidemment,Evidemment
becque-les-honnetes-femmes.xml_raw.txt,heureusement,amoureusement,toujours,vraiment,Pourtout,compliment,mais,Évidemment,toujours
becque-veuve.xml_raw.txt,heureusement,malheureusement,toujours,Malheureuse,Maintenant,Malheureusment,mais,Évidemment,toujours
beissier-antigone.xml_raw.txt,tourment,précipitemment,tressaillement,malheureuse,immortelle,Malheureuse,sourtout,mais,désespérant
beissier-chasseurs-et-l-ours.xml_raw.txt,heureusement,chatouillement,braiment,Mais,Maintenant,Alors,mais,car,vraiment
beissier-docteur-cornibus.xml_raw.txt,vraiment,heureusement,braiment,Mais,Et,Maintenant,mais,vraiment,car
beissier-guignol-en-enfer.xml_raw.txt,heureusement,vraiment,braiment,Mais,Maintenant,Surtout,mais,vraiment,car
beissier-guignol-et-la-cabaretiere.xml_raw.txt,heureusement,vraiment,assomment,Mais,Maintenant,Alors,mais,vraiment,car
beissier-l-oiseau-bleu.xml_raw.txt,heureusement,braiment,chatouillement,vraiment,sourtout,braiment,mais,toujours,sourtout
beissier-la-nuit-de-noel.xml_raw.txt,heureusement,gentillement,toujours,pleureuse,inquiette,gentiment,mais,toujours,Évidemment
beissier-le-bapteme-d-une-rose.xml_raw.txt,chatouillement,rêveusement,paresseusement,Toutant,Pourtout,Pourtant,",",Semblablement,inséparablement
beissier-les-deux-pigeonnes.xml_raw.txt,heureusement,malheureusement,décidément,vraiment,sourrire,Malheureuse,mais,toujours,Évidemment
beissier-les-noces-de-guignol.xml_raw.txt,heureusement,décidément,gentillement,Mais,Alors,Maintenant,mais,vraiment,toujours
beissier-locataire.xml_raw.txt,vraiment,heureusement,assomment,LE,PETIT,MABILLE,mais,vraiment,car
beissier-ma-soeur-claire.xml_raw.txt,heureusement,vraiment,toujours,Malheureuse,vraiment,pleureuse,mais,toujours,vraiment
beissier-proprietaire-et-locataire.xml_raw.txt,vraiment,heureusement,assomment,LE,PETIT,MABILLE,mais,vraiment,car
beissier-un-bon-placement.xml_raw.txt,vraiment,heureusement,toujours,vraiment,Mais,Maintenant,mais,vraiment,toujours
