Play,Closest play Spacy,Closest distance Spacy,Closest play Manual,Closest distance Manual,Closest play with stopwords,Closest distance with stopwords,All agree,Stopwords agree,Same author Manual or Spacy,Same author Manual,Same author with stopwords
moissy-version,gueullette-caracataca,0.0465,musset-on-ne-saurait-penser-a-tout,0.0517,archambault-hurlubrelu,0.0154,FALSE,FALSE,FALSE,FALSE,FALSE
anonyme-jus-du-pelerin,turnebe-contents,0.0363,musset-carmosine,0.0603,gueullette-caracataca,0.0154,FALSE,FALSE,FALSE,FALSE,FALSE
courteline-quelques-livres,garniert-belle-mere,0.0304,harny-petit-maitre-province,0.0733,duvert-huron,0.0154,FALSE,FALSE,FALSE,FALSE,FALSE
fuzelier-orphee,billard-pleureur-malgre-lui,0.0365,le-noble-entretien-scarron-moliere,0.0742,diderot-paradoxe-comedien,0.0154,FALSE,FALSE,FALSE,FALSE,FALSE
carmontelle-recommandation,dancourt-chevalier-a-la-mode,0.0173,carmontellle-dame-jeanne,0.0323,carmontelle-le-bavard,0.0155,FALSE,FALSE,FALSE,FALSE,TRUE
carmontelle-avocat-consultant,carmontelle-recommandation,0.024,carmontelle-chanteur-italien,0.0262,sedaine-manteau-ecarlate,0.0156,FALSE,FALSE,TRUE,TRUE,FALSE
carmontelle-auteur-avantageux,carmontelle-l-homme-qui-craint-d-aimer,0.0234,sacy-benefice,0.0522,corneillet-inconnu,0.0157,FALSE,FALSE,TRUE,FALSE,FALSE
courteline-quand-on-plaide-en-divorce,diderot-piece-prologue,0.0315,poisson-le-poete-basque,0.0601,monselet-bibliotheque,0.0157,FALSE,FALSE,FALSE,FALSE,FALSE
moinaux-la-casquette-affranchie,labiche-michel-deux-timides,0.0533,moinaux-ah-que-les-plaisirs-sont-doux,0.0749,moinaux-ah-que-les-plaisirs-sont-doux,0.0157,FALSE,FALSE,FALSE,TRUE,TRUE
bernardt-deux-pecheurs,flaubert-le-candidat,0.0259,mercier-habitant-guadeloupe,0.0264,sacy-bavard,0.0158,FALSE,FALSE,FALSE,FALSE,FALSE
bary-de-la-dissimulation,bary-de-l-exhortation,0.0273,bary-du-bon-office,0.0459,bary-du-retour-des-esprits,0.0158,FALSE,FALSE,TRUE,TRUE,TRUE
feydeau-mouchoir,duvaucuel-chapeau-bleu,0.022,piron-metromanie,0.0297,feydeau-un-coup-de-tete-1883,0.0159,FALSE,FALSE,FALSE,FALSE,TRUE
houssaye-la-comedie-a-la-fenetre,donnay-eux,0.0202,panard-le-reve,0.0366,musset-augier-habit-vert,0.0159,FALSE,FALSE,FALSE,FALSE,FALSE
bary-du-mauvais-choix,crebillonf-nuit-et-le-moment,0.0332,crebillonf-nuit-et-le-moment,0.0368,du-ryer-berenice,0.0159,FALSE,TRUE,FALSE,FALSE,FALSE
courteline-theodore-cherche-des-alumettes,bernardt-etrangleuse,0.0299,bernardt-etrangleuse,0.0394,labiche-jolly-baron-de-fourchevif,0.0159,FALSE,TRUE,FALSE,FALSE,FALSE
goetschy-professeur-de-declamation,diderot-reve-d-alembert,0.0278,diderot-paradoxe-comedien,0.0515,diderot-paradoxe-comedien,0.0159,FALSE,FALSE,FALSE,FALSE,FALSE
bary-de-l-ajustement,moliere-critique-ecole-des-femmes,0.0401,veronneau-l-impuissance,0.0675,marivaux-felicie,0.0159,FALSE,FALSE,FALSE,FALSE,FALSE
bernardt-sacoche,bernardt-la-petite-femme-de-loth,0.0252,beaunoir-prince-ramoneur,0.0386,scribe-ministre-sous-louis-xv,0.016,FALSE,FALSE,TRUE,FALSE,FALSE
genlis-troisieme-dialogue,genlis-quatrieme-dialogue,0.0331,genlis-quatrieme-dialogue,0.0418,giraudoux-impromptu-de-paris,0.0164,FALSE,TRUE,TRUE,TRUE,FALSE
poinsinet-fra-maconnes,biancollelli-romagnesi-bonne-femme,0.0326,panard-le-magasin-des-modernes,0.0528,dorneval-lesage-couplets-en-proces,0.0164,FALSE,FALSE,FALSE,FALSE,FALSE
dorneval-lesage-couplets-en-proces,poinsinet-fra-maconnes,0.05,poinsinet-fra-maconnes,0.0603,poinsinet-fra-maconnes,0.0164,TRUE,TRUE,FALSE,FALSE,FALSE
kolb-soubrette-de-moliere,billard-pleureur-malgre-lui,0.0245,barbier-ombre-de-moliere,0.0276,scarron-boutades-matamore,0.0165,FALSE,FALSE,FALSE,FALSE,FALSE
anonyme-resurrection-jenin-landore,boursault-deux-freres-gemeaux,0.0286,anonyme-pardonneur,0.0376,dancourt-bon-soldat,0.0165,FALSE,FALSE,FALSE,TRUE,FALSE
le-tellier-dom-juan,hugo-ruy-blas,0.027,scarron-jodelet,0.0329,boissy-vie-est-un-songe,0.0166,FALSE,FALSE,FALSE,FALSE,FALSE
carmontelle-suisse-malade,dancourt-moulin-de-javelle,0.0526,carmontelle-le-distrait,0.0485,carmontelle-enrage,0.0166,FALSE,FALSE,FALSE,TRUE,TRUE
bary-de-la-raillerie,bary-du-beau-rendezvous,0.0529,bary-de-libre-abord,0.0627,bary-du-cours,0.0166,FALSE,FALSE,TRUE,TRUE,TRUE
bary-de-la-guerre,anonyme-dialogue-des-yeux-et-de-la-bouche,0.056,gueudeville-dialogues-de-lahontan-1704,0.0678,bary-du-badinage,0.0166,FALSE,FALSE,FALSE,FALSE,TRUE
bary-du-cours,bary-de-la-contrariete,0.0415,graffigny-phaza,0.0735,bary-de-la-raillerie,0.0166,FALSE,FALSE,TRUE,FALSE,TRUE
moinaux-un-enfant-derange,brueys-palaprat-avocat-patelin,0.035,musset-on-ne-saurait-penser-a-tout,0.0568,musset-on-ne-saurait-penser-a-tout,0.0167,FALSE,FALSE,FALSE,FALSE,FALSE
malezieu-polichinelle-academie,gueullette-caracataca,0.0368,carmontelle-important,0.0631,deslisle-arlequin-sauvage,0.0167,FALSE,FALSE,FALSE,FALSE,FALSE
moinaux-une-fete-de-famille,labiche-michel-deux-timides,0.0515,moinaux-le-grenouille-a-queue,0.0748,mercier-destruction-de-la-ligue,0.0167,FALSE,FALSE,FALSE,TRUE,FALSE
monselet-enfer,hervilly-docteur-sans-pareil,0.0254,harny-petit-maitre-province,0.0313,monselet-bibliotheque,0.0168,FALSE,FALSE,FALSE,FALSE,TRUE
florian-hero-leandre,montchretien-carthaginoise,0.0306,puget-de-la-serre-le-pyrame,0.0502,mercier-jenneval,0.0168,FALSE,FALSE,FALSE,FALSE,FALSE
courteline-l-article-330,bergasse-journee-des-dupes,0.0314,anonyme-club-des-dames,0.0653,marechal-jugement-dernier-des-rois,0.0168,FALSE,FALSE,FALSE,FALSE,FALSE
sedaine-l-huitre-et-les-plaideurs,marivaux-colonie,0.0395,musset-ane,0.0551,bilhaud-gustave,0.0169,FALSE,FALSE,FALSE,FALSE,FALSE
moinaux-les-gueuletons-d-une-debitrice,moinaux-la-sauce-d-un-lapin,0.0395,saint-foix-cabale,0.0788,moliere-critique-ecole-des-femmes,0.0169,FALSE,FALSE,TRUE,FALSE,FALSE
arnault-horatius-cocles,ronsin-ligues-des-fanatiques,0.0169,saint-aignan-martyre-marie-antoinette,0.0415,racine-esther,0.017,FALSE,FALSE,FALSE,FALSE,FALSE
feydeau-tout-a-brown-sequard,somaize-proces-precieuses,0.0264,bouilly-descartes,0.0426,perrault-l-oublieux,0.017,FALSE,FALSE,FALSE,FALSE,FALSE
saint-aignan-martyre-marie-antoinette,saint-aignan-mort-louis-xvi,0.0078,saint-aignan-mort-louis-xvi,0.024,racine-esther,0.0171,FALSE,TRUE,TRUE,TRUE,FALSE
carrance-le-divorce,ronsin-aretaphile,0.0231,ozicourt-romeo-juliette,0.0312,nadaud-oraison-funebre,0.0171,FALSE,FALSE,FALSE,FALSE,FALSE
allais-bon-bougre,rochefort-dupeuty-livry-madame-gregoire,0.03,beissier-proprietaire-et-locataire,0.0319,duvert-huron,0.0171,FALSE,FALSE,FALSE,FALSE,FALSE
genlis-quatrieme-dialogue,genlis-cinquieme-dialogue,0.0276,genlis-troisieme-dialogue,0.0418,genlis-second-dialogue,0.0171,FALSE,FALSE,TRUE,TRUE,TRUE
boursault-fete-de-la-seine,laujon-hero-leandre,0.0384,henault-temple-des-chimeres,0.0473,lagarde-l-hermitte-le-politicomane,0.0171,FALSE,FALSE,FALSE,FALSE,FALSE
joly-salomon,viau-pasiphae,0.0289,hugo-les-gueux,0.0543,joly-cinq-mars,0.0171,FALSE,FALSE,FALSE,FALSE,TRUE
cros-voyage-a-trois-etoiles,bernardt-le-cambrioleur,0.0447,grenet-dancourt-paris,0.0609,bernardt-le-cambrioleur,0.0171,FALSE,FALSE,FALSE,FALSE,FALSE
anonyme-sermon-joyeux,duhomme-chapelle-boileau,0.032,anonyme-pardonneur,0.0438,montfleury-impromptu-conde,0.0173,FALSE,FALSE,FALSE,TRUE,FALSE
moinaux-deux-amateurs-de-saucissons,moinaux-la-fiacre-cuisine,0.0505,moinaux-les-freres-hareng,0.0732,moinaux-l-homme-qui-joue-sa-culotte,0.0173,FALSE,FALSE,TRUE,TRUE,TRUE
minier-songe-de-moliere,barbier-ombre-de-moliere,0.0166,lesguillon-saint-yves-protege-de-moliere,0.0268,musset-la-coupe-et-les-levres,0.0174,FALSE,FALSE,FALSE,FALSE,FALSE
monselet-par-la-poste,musset-caprices,0.0363,musset-les-nuits,0.047,boissy-auteur-supersticieux,0.0174,FALSE,FALSE,FALSE,FALSE,FALSE
moinaux-un-cercle-vicieux,berquin-un-bon-coeur-fait-pardonner,0.0442,regnard-retour-imprevu,0.0701,sacy-vive-la-vie,0.0174,FALSE,FALSE,FALSE,FALSE,FALSE
lesage-arlequin-mahomet,dorneval-jugement-de-paris,0.0416,dorneval-lesage-reine-de-barostan,0.0583,harny-petit-maitre-province,0.0175,FALSE,FALSE,FALSE,FALSE,FALSE
feydeau-jure,moissy-prejuges,0.0298,feydeau-monsieur-qui-est-condamne,0.0431,dreyfus-un-homme-en-habit-noir,0.0176,FALSE,FALSE,FALSE,TRUE,FALSE
bary-des-belles-mains,anonyme-dialogue-des-yeux-et-de-la-bouche,0.0586,bary-de-la-contrariete,0.0993,bary-des-tailles-contestees,0.0176,FALSE,FALSE,FALSE,TRUE,TRUE
voltaire-fete-de-bellebat,allainval-hiver,0.0323,cubieres-palmezeaux-fete-seculaire-corneille,0.0529,boissy-apologie-du-siecle,0.0177,FALSE,FALSE,FALSE,FALSE,FALSE
carmontelle-le-chien-de-la-foire,carmontelle-diamant,0.0338,carmontelle-sortie-de-la-comedie,0.058,carmontelle-enrage,0.0177,FALSE,FALSE,TRUE,TRUE,TRUE
feydeau-billet-de-mille,florian-deux-billets,0.048,bornier-le-monde-renverse,0.0603,feydeau-mouchoir,0.0177,FALSE,FALSE,FALSE,FALSE,TRUE
moinaux-le-catechisme-poissard,florian-deux-billets,0.0484,gueullette-caracataca,0.0555,marivaux-jeu-de-l-amour-et-du-hasard,0.0178,FALSE,FALSE,FALSE,FALSE,FALSE
bary-du-proces,bary-de-l-adresse,0.0538,bary-de-l-adresse,0.0557,bary-de-l-adresse,0.0178,TRUE,TRUE,TRUE,TRUE,TRUE
anonyme-pardonneur,cyrano-pedant-joue,0.027,anonyme-resurrection-jenin-landore,0.0376,poisson-le-poete-basque,0.0179,FALSE,FALSE,FALSE,TRUE,FALSE
feydeau-patte-en-l-air,rostand-cyrano,0.036,monselet-richard-les-trois-gendarmes,0.0461,onhet-aux-avants-postes,0.018,FALSE,FALSE,FALSE,FALSE,FALSE
moinaux-une-date-nefaste,legrand-cartouche,0.0469,moinaux-l-aveugle-qui-conduit-son-chien,0.0586,marivaux-prejuge-vaincu,0.0181,FALSE,FALSE,FALSE,TRUE,FALSE
carmontelle-poulet,carmontelle-la-chanoine-de-reims,0.0606,carmontelle-petit-poucet,0.0886,du-pont-de-veyle-somnanbule,0.0181,FALSE,FALSE,TRUE,TRUE,FALSE
bary-de-l-entrevue-politique,anonyme-reception-argenson,0.0463,anonyme-reception-argenson,0.1117,anonyme-reception-argenson,0.0181,TRUE,TRUE,FALSE,FALSE,FALSE
bary-de-la-belle-resistance,rousseau-prisonniers-de-guerre,0.0287,bary-de-la-raillerie,0.0785,donneau-de-vise-vengeance-des-marquis,0.0182,FALSE,FALSE,FALSE,TRUE,FALSE
voltaire-hote-hotesse,barante-arlequin-misanthrope,0.0395,henault-temple-des-chimeres,0.1096,anonyme-ouverture-de-la-seance,0.0182,FALSE,FALSE,FALSE,FALSE,FALSE
bary-du-comperage,pellet-desbarreaux-moliere-a-toulouse,0.043,carriere-doisin-cafe-litteraire,0.1131,gouges-moliere-ninon,0.0182,FALSE,FALSE,FALSE,FALSE,FALSE
courteline-la-presentation,mareschala-railleur,0.0225,aristophane-guepes,0.0468,puget-de-la-serre-le-pyrame,0.0183,FALSE,FALSE,FALSE,FALSE,FALSE
moinaux-le-professeur-de-respiration,moinaux-le-mendiant-en-voiture,0.0375,moinaux-le-mendiant-en-voiture,0.0502,moinaux-le-mendiant-en-voiture,0.0183,TRUE,TRUE,TRUE,TRUE,TRUE
cros-maitre-d-armes,courteline-grandeur-d-ame,0.0421,audiffret-epreuve,0.0534,cros-affaire-de-la-rue-beaubourg,0.0183,FALSE,FALSE,FALSE,FALSE,TRUE
feydeau-j-ai-mal-aux-dents,lemercier-la-maladroite,0.063,bilhaud-premier-amour,0.0582,feydeau-un-coup-de-tete-1883,0.0183,FALSE,FALSE,FALSE,FALSE,TRUE
cros-affaire-de-la-rue-beaubourg,cros-maitre-d-armes,0.0474,drault-le-mouchoir-de-chapuzot,0.0674,cros-maitre-d-armes,0.0183,FALSE,FALSE,TRUE,FALSE,TRUE
roswitha-dulcitius,puget-de-la-serre-pandoste-i,0.0165,mercier-destruction-de-la-ligue,0.0366,voltaire-tanis-zelide,0.0184,FALSE,FALSE,FALSE,FALSE,FALSE
barriere-le-jardinier-et-son-seigneur,taconet-ecosseuses,0.0448,archambault-janot-battus,0.0368,labiche-l-avocat-d-un-grec,0.0184,FALSE,FALSE,FALSE,FALSE,FALSE
dancourt-divertissement-de-sceaux,dancourt-impromptu-de-livry,0.0318,dancourt-impromptu-de-livry,0.047,dancourt-amants,0.0184,FALSE,TRUE,TRUE,TRUE,TRUE
fuzelier-scaramouche-pedant,gosse-auteur-dans-son-menage,0.0359,mareschala-railleur,0.0513,vallee-fidele-esclave,0.0184,FALSE,FALSE,FALSE,FALSE,FALSE
monselet-pastilles-de-richelieu,des-essarts-illustre-theatre,0.0427,monselet-bibliotheque,0.0646,monselet-bibliotheque,0.0184,FALSE,FALSE,FALSE,TRUE,TRUE
nadaud-le-conte-du-garde,euripide-cyclope,0.0344,courteline-principal-temoin,0.0761,vige-wilhem-tell,0.0186,FALSE,FALSE,FALSE,FALSE,FALSE
courteline-la-premiere-lecon,moinaux-ah-que-les-plaisirs-sont-doux,0.0314,piron-arlequin-decalion,0.061,audiffret-epreuve,0.0187,FALSE,FALSE,FALSE,FALSE,FALSE
moinaux-une-gifle-prescrite,courteline-prix-d-une-gifle,0.0594,berton-homme-qui-a-tue-la-mort,0.0808,genlis-voyageur,0.0187,FALSE,FALSE,FALSE,FALSE,FALSE
bary-du-bon-office,bary-de-la-colere,0.0328,bary-de-la-dissimulation,0.0459,robinet-panegyrique-ecole-des-femmes,0.0188,FALSE,FALSE,TRUE,TRUE,FALSE
bary-des-beaux-cheveux,bary-de-la-pudeur,0.0547,bary-de-la-pudeur,0.0893,bary-de-la-feintise,0.0188,FALSE,TRUE,TRUE,TRUE,TRUE
bary-de-la-pudeur,anonyme-dialogue-des-yeux-et-de-la-bouche,0.0327,anonyme-dialogue-des-yeux-et-de-la-bouche,0.0471,bary-de-l-entrevue-amoureuse,0.0189,FALSE,TRUE,FALSE,FALSE,TRUE
marchadier-plaisir,boissy-je-ne-sais-quoi,0.0189,lebeau-de-schosne-assemblee,0.049,allainval-hiver,0.0189,FALSE,FALSE,FALSE,FALSE,FALSE
courteline-petin-contre-bougnasse,courteline-prix-d-une-gifle,0.0274,ecker-franc-macon-prisonnier,0.0582,courteline-l-article-330,0.0189,FALSE,FALSE,TRUE,FALSE,TRUE
moinaux-bon-pere-mais-pochard,courteline-atelier,0.0617,dufresny-faux-instinct,0.0729,goullinet-trois-aveugles,0.0189,FALSE,FALSE,FALSE,FALSE,FALSE
moinaux-l-homme-universel,moinaux-la-casquette-affranchie,0.0536,allais-bon-bougre,0.0546,voltaire-originaux,0.019,FALSE,FALSE,TRUE,FALSE,FALSE
moinaux-la-rognure-d-ongles,moinaux-le-tambour-magistrat,0.0682,carmontelle-deux-auteurs,0.0652,moinaux-l-aveugle-qui-conduit-son-chien,0.019,FALSE,FALSE,TRUE,FALSE,TRUE
panard-rien,panard-le-magasin-des-modernes,0.0279,coupigny-barre-piis-desfontaines-hommage-racine,0.0735,dorneval-jugement-de-paris,0.019,FALSE,FALSE,TRUE,FALSE,FALSE
moinaux-un-besoin-imperieux,berquin-la-petite-glaneuse,0.0328,dufresny-faux-instinct,0.0504,genlis-marchande-de-modes,0.0192,FALSE,FALSE,FALSE,FALSE,FALSE
anonyme-theatre-de-la-societe-de-la-rue-du-perron,la-harpe-moliere,0.0291,du-ryer-argenis-poliarque,0.0656,chalmeton-la-bourboule,0.0192,FALSE,FALSE,FALSE,FALSE,FALSE
genlis-premier-dialogue,durant-oisivete,0.0708,moissy-piece-de-vers,0.101,gueullette-chapeau-de-fortunatus,0.0192,FALSE,FALSE,FALSE,FALSE,FALSE
bary-du-bel-esprit,bary-du-beau-rendezvous,0.0288,nizas-sauvage-en-france,0.0412,bary-des-vendanges,0.0193,FALSE,FALSE,TRUE,FALSE,TRUE
bary-de-la-belle-taille,sorel-dialogue-des-yeux-et-de-la-bouche,0.0428,bary-de-l-art-de-se-faire-aimer,0.0627,bary-de-la-roture,0.0193,FALSE,FALSE,FALSE,TRUE,TRUE
carmontelle-etranger,carmontelle-ecrivain,0.0495,carmontelle-pari,0.0602,carmontelle-chapon-au-gro-sel,0.0194,FALSE,FALSE,TRUE,TRUE,TRUE
blanc-supplice-d-un-paysan,feydeau-colis,0.0911,beaunoir-cacophonie,0.0793,allais-mecontent,0.0195,FALSE,FALSE,FALSE,FALSE,FALSE
bernardt-dramaturge-en-plein-labeur,bernardt-mystere,0.0456,bernardt-ecole-du-piston,0.0675,feydeau-un-coup-de-tete-1883,0.0196,FALSE,FALSE,TRUE,TRUE,FALSE
chalmeton-clermont-ferrand,diderot-paradoxe-comedien,0.0178,moncrif-abderites,0.0678,voltaire-fete-de-bellebat,0.0196,FALSE,FALSE,FALSE,FALSE,FALSE
bilhaud-premier-amour,supersac-la-porte-est-close,0.0303,feydeau-mouchoir,0.0367,feydeau-mouchoir,0.0197,FALSE,FALSE,FALSE,FALSE,FALSE
carmontelle-voyageurs,carmontelle-apres-dinee,0.0223,carmontelle-apres-dinee,0.0428,carmontelle-abbe-de-coure-diner,0.0197,FALSE,TRUE,TRUE,TRUE,TRUE
bonhomme-un-amour-parisien,musset-les-nuits,0.0327,normand-claqueurs,0.0385,musset-les-nuits,0.0198,FALSE,FALSE,FALSE,FALSE,FALSE
duvauchel-samedi-soir,banville-feuilleton-d-aristophane,0.0413,scheler-aiguilleur,0.0525,blemont-visite-a-corneille,0.0198,FALSE,FALSE,FALSE,FALSE,FALSE
anonyme-dialogue-rousseau-voltaire,bary-de-l-exhortation,0.0351,vallee-forte-romaine,0.0413,bary-du-bel-esprit,0.0199,FALSE,FALSE,FALSE,FALSE,FALSE
villiers-de-l-isle-adam-chapeau-chinois,le-noble-entretien-scarron-moliere,0.0561,goetschy-professeur-de-declamation,0.0713,scheler-aiguilleur,0.0199,FALSE,FALSE,FALSE,FALSE,FALSE
hugo-etre-aime,hugo-les-gueux,0.0333,hugo-les-gueux,0.0505,hugo-les-gueux,0.02,TRUE,TRUE,TRUE,TRUE,TRUE
bonhomme-porte-veine,dufresny-regnard-suite-foire-saint-germain,0.0271,pradel-moliere-avignon,0.0384,feydeau-colis,0.0201,FALSE,FALSE,FALSE,FALSE,FALSE
siraudin-faction-de-nuit,laforgue-noce-de-pierrot,0.0326,adenis-homme-qui-ne-peut-pas-siffler,0.0413,drault-la-voleuse-du-bon-marche,0.0203,FALSE,FALSE,FALSE,FALSE,FALSE
lemercier-bavardes,bernardt-le-radeau-de-la-meduse,0.0249,beissier-ma-soeur-claire,0.0585,bonnetain-ma-poupee,0.0203,FALSE,FALSE,FALSE,FALSE,FALSE
bary-du-compliment,bary-de-libre-abord,0.043,robinet-panegyrique-ecole-des-femmes,0.0666,durant-a-bon-chat-bon-rat,0.0203,FALSE,FALSE,TRUE,FALSE,FALSE
normand-tentations-d-antoine,sophocle-trachiniennes,0.0399,voltaire-enfant-prodigue,0.0453,onhet-aux-avants-postes,0.0204,FALSE,FALSE,FALSE,FALSE,FALSE
courteline-cochon-de-cocher,bernardt-le-cambrioleur,0.0442,bernardt-sacoche,0.0744,flaubert-le-candidat,0.0204,FALSE,FALSE,FALSE,FALSE,FALSE
taconet-ecosseuses,vade-impromptu-du-coeur,0.038,rochefort-dupeuty-livry-madame-gregoire,0.0575,vade-impromptu-du-coeur,0.0206,FALSE,FALSE,FALSE,FALSE,FALSE
hus-ingenu,laboullaye-cormon-corneille-rotrou,0.0277,diderot-paradoxe-comedien,0.0593,seneque-agamemnon,0.0206,FALSE,FALSE,FALSE,FALSE,FALSE
chereau-en-express,valentin-le-soir-de-fiancailles,0.0227,supersac-la-porte-est-close,0.0251,supersac-la-porte-est-close,0.0207,FALSE,FALSE,FALSE,FALSE,FALSE
anonyme-pont-aux-anes,regnard-bal,0.0495,musset-on-ne-saurait-penser-a-tout,0.0535,musset-on-ne-saurait-penser-a-tout,0.0207,FALSE,FALSE,FALSE,FALSE,FALSE
moinaux-le-lapin-de-la-portiere,zola-therese-raquin,0.0691,anonyme-aventures-de-ninette,0.0854,moinaux-un-besoin-imperieux,0.0209,FALSE,FALSE,FALSE,FALSE,TRUE
cros-capitaliste,grosclaude-peche-a-la-ligne,0.0779,cros-voyage-a-trois-etoiles,0.1061,feydeau-tout-a-brown-sequard,0.0209,FALSE,FALSE,FALSE,TRUE,FALSE
courteline-le-buis,moinaux-les-gueuletons-d-une-debitrice,0.0504,fatouville-grapinian,0.0915,fievre-moliere-a-quebec,0.021,FALSE,FALSE,FALSE,FALSE,FALSE
lemercier-oh-maman,bonnetain-ma-poupee,0.0321,bonnetain-ma-poupee,0.0349,lemercier-la-maladroite,0.0211,FALSE,TRUE,FALSE,FALSE,TRUE
lemercier-la-maladroite,bilhaud-premier-amour,0.0445,lemercier-la-petite-princesse,0.0467,lemercier-oh-maman,0.0211,FALSE,FALSE,FALSE,TRUE,TRUE
courteline-les-bienfaits-de-l-education,bernardt-antoinette,0.0368,dancourt-eaux-de-bourbon,0.0637,fievre-moliere-a-quebec,0.0211,FALSE,FALSE,FALSE,FALSE,FALSE
moinaux-les-bottes-de-tourillon,moinaux-un-brocanteur-sans-le-savoir,0.0703,carmontelle-auteur-avantageux,0.1042,courteline-prix-d-une-gifle,0.0211,FALSE,FALSE,TRUE,FALSE,FALSE
trimouillat-a-trois-pas,corneillep-melite-33,0.0366,palaprat-les-sifflets,0.0571,moliere-misanthrope,0.0212,FALSE,FALSE,FALSE,FALSE,FALSE
banville-ancien-pierrot,banville-les-fourberies-de-nerine,0.0356,villard-clown,0.0465,legouve-polixene,0.0213,FALSE,FALSE,TRUE,FALSE,FALSE
mirbeau-litterature,andrieux-le-reve-du-mari,0.0321,beissier-docteur-cornibus,0.041,feydeau-notre-futur,0.0214,FALSE,FALSE,FALSE,FALSE,FALSE
moinaux-le-joyeux-decroteur,barante-arlequin-misanthrope,0.0579,allais-bon-bougre,0.0751,boissy-homme-du-jour,0.0214,FALSE,FALSE,FALSE,FALSE,FALSE
courteline-l-impoli,bernardt-le-seul-bandit-de-village,0.03,courteline-les-balances,0.0865,ancelot-arago-papillotes,0.0214,FALSE,FALSE,FALSE,TRUE,FALSE
adenis-gaiete-marseillaise,grenet-dancourt-paris,0.0458,hervilly-soupe,0.0627,bernardt-sacoche,0.0215,FALSE,FALSE,FALSE,FALSE,FALSE
carmontelle-pleureurs-d-homere,carmontellle-dame-jeanne,0.0572,carmontelle-pari,0.0751,blemont-moliere-auteuil,0.0215,FALSE,FALSE,FALSE,TRUE,FALSE
monnier-la-grisette-et-l-etudiant,legouve-autour-d-un-berceau,0.0385,carmontelle-le-boiteux,0.0969,mirbeau-litterature,0.0215,FALSE,FALSE,FALSE,FALSE,FALSE
beissier-antigone,silvestre-sapho,0.0263,silvestre-sapho,0.0325,chabanon-toison-d-or,0.0216,FALSE,TRUE,FALSE,FALSE,FALSE
gerny-cyrano-a-la-foire,rostand-cyrano,0.063,legouve-autour-d-un-berceau,0.072,verconsin-infanterie-et-cavalerie,0.0216,FALSE,FALSE,FALSE,FALSE,FALSE
drault-la-boucle-d-oreille-de-josephine,bernardt-etrangleuse,0.037,bizet-boites,0.0755,moinaux-l-homme-qui-bat-les-femmes,0.0216,FALSE,FALSE,FALSE,FALSE,FALSE
perin-camille-desmoulins,jodelle-cleopatre,0.0184,girard-derniere-nuit-de-camille-desmoulins,0.0347,racine-esther,0.0217,FALSE,FALSE,FALSE,FALSE,FALSE
bernardt-je-vais-m-en-aller,renard-la-demande,0.0368,bernardt-garcon-de-dix-huit-ans,0.0364,bonnetain-apres-le-divorce,0.0217,FALSE,FALSE,FALSE,TRUE,FALSE
adenis-homme-qui-ne-peut-pas-siffler,aicard-au-clair-de-la-lune,0.0255,siraudin-faction-de-nuit,0.0413,adenis-gaiete-marseillaise,0.0219,FALSE,FALSE,FALSE,FALSE,TRUE
courteline-principal-temoin,scheler-aiguilleur,0.0299,scheler-aiguilleur,0.0413,vige-wilhem-tell,0.0219,FALSE,TRUE,FALSE,FALSE,FALSE
henault-temple-des-chimeres,rousseau-muses-galantes,0.0251,la-motte-carnaval-folie,0.0373,la-motte-carnaval-folie,0.022,FALSE,FALSE,FALSE,FALSE,FALSE
carmontelle-deux-auteurs,moissy-piece-de-vers,0.0555,carmontelle-peintre-en-cul-de-sac,0.0428,la-fontaine-rieurs-du-beau-richard,0.0222,FALSE,FALSE,FALSE,TRUE,FALSE
moinaux-un-gamin-de-cinquante-huit-ans,deville-pierre-bagnolet-et-claude-bagnolet-son-fils,0.0804,beissier-locataire,0.059,allais-bon-bougre,0.0223,FALSE,FALSE,FALSE,FALSE,FALSE
bernardt-maison-du-crime,bernardt-homme-a-la-maison,0.0538,berton-homme-qui-a-tue-la-mort,0.0734,moinaux-une-gifle-prescrite,0.0223,FALSE,FALSE,TRUE,FALSE,FALSE
carmontelle-histoire,musset-on-ne-saurait-penser-a-tout,0.0413,carmontelle-le-bavard,0.0676,carmontelle-le-chien-de-la-foire,0.0224,FALSE,FALSE,FALSE,TRUE,TRUE
carmontellle-dame-jeanne,carmontelle-abbe-de-platre,0.0274,carmontelle-recommandation,0.0323,carmontelle-recommandation,0.0227,FALSE,FALSE,FALSE,FALSE,FALSE
saint-gilles-fievre-palmerin,quinault-alceste,0.0353,harny-petit-maitre-province,0.0856,harny-petit-maitre-province,0.0227,FALSE,FALSE,FALSE,FALSE,FALSE
feydeau-petit-menage,banville-le-beau-leandre,0.0366,mongin-promenades-de-paris,0.0509,nittis-au-declin,0.0229,FALSE,FALSE,FALSE,FALSE,FALSE
cubieres-palmezeaux-oreste,seneque-medee,0.0225,seneque-medee,0.039,scribe-conversion,0.0231,FALSE,TRUE,FALSE,FALSE,FALSE
courteline-incendie,scarron-boutades-matamore,0.0435,seneque-medee,0.0872,seneque-medee,0.0231,FALSE,FALSE,FALSE,FALSE,FALSE
pirouette-jeune-homme-bleme,depret-le-marquis-ernest,0.0361,regnard-arlequin-aux-enfers,0.0459,grenet-dancourt-paris,0.0234,FALSE,FALSE,FALSE,FALSE,FALSE
